candidate_id,week_id,season,region_type,weather_summary,weekly_condition,avg_temp,rainy_days,outdoor_friendly_days,bad_air_days,mission_title,mission_description,mission_type,is_outdoor,is_group,difficulty,bonus_points,proof_type,novelty_score,safety_score,feasibility_score,participation_score,overall_score,approve_label
HM_0185,2026-W05,summer,school_area,outdoor_good / rainy_days=1 / outdoor_days=1,outdoor_good,26.5,1,1,3,이번 주 히든 미션: 이웃 배려 행동,이번 주 안에 이웃을 배려한 작은 행동을 실천하고 후기를 남겨주세요.,kindness_action,0,0,4,50,group_photo,2,5,4,3,4,1
HM_0186,2026-W06,spring,park_area,hot_week / rainy_days=0 / outdoor_days=6,hot_week,10.8,0,6,2,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,2,80,photo,5,3,3,4,4,1
HM_0187,2026-W07,winter,residential,outdoor_good / rainy_days=1 / outdoor_days=6,outdoor_good,-0.0,1,6,1,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,5,60,short_text,5,4,3,2,4,1
HM_0188,2026-W08,summer,park_area,hot_week / rainy_days=1 / outdoor_days=7,hot_week,28.4,1,7,0,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,3,80,short_text,4,3,3,4,4,1
HM_0189,2026-W09,summer,school_area,outdoor_good / rainy_days=5 / outdoor_days=1,outdoor_good,30.0,5,1,2,이번 주 히든 미션: 분리수거 실천,이번 주 안에 올바른 분리수거를 실천하고 사진과 짧은 설명을 남겨주세요.,recycling,0,0,4,70,group_photo,2,5,4,2,3,0
HM_0190,2026-W10,summer,mixed_commercial,hot_week / rainy_days=0 / outdoor_days=3,hot_week,29.0,0,3,2,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,5,80,short_text,3,5,4,2,4,1
HM_0191,2026-W11,winter,residential,outdoor_good / rainy_days=3 / outdoor_days=5,outdoor_good,7.0,3,5,2,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,4,80,photo,4,4,3,3,4,1
HM_0192,2026-W12,fall,residential,mixed / rainy_days=2 / outdoor_days=4,mixed,21.6,2,4,4,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,4,60,photo,5,2,1,1,2,0
HM_0193,2026-W01,spring,mixed_commercial,outdoor_good / rainy_days=5 / outdoor_days=2,outdoor_good,14.5,5,2,0,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,1,60,short_text,5,3,3,3,4,1
HM_0194,2026-W02,fall,park_area,mixed / rainy_days=0 / outdoor_days=3,mixed,11.8,0,3,3,이번 주 히든 미션: 이웃 배려 행동,이번 주 안에 이웃을 배려한 작은 행동을 실천하고 후기를 남겨주세요.,kindness_action,0,0,3,100,group_photo,2,5,5,4,4,1
HM_0195,2026-W03,winter,mixed_commercial,cold_week / rainy_days=2 / outdoor_days=7,cold_week,-0.2,2,7,0,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,2,100,photo,3,3,3,4,3,0
HM_0196,2026-W04,spring,park_area,outdoor_good / rainy_days=0 / outdoor_days=5,outdoor_good,14.7,0,5,3,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,2,80,group_photo,4,5,5,3,4,1
HM_0197,2026-W05,fall,residential,cold_week / rainy_days=4 / outdoor_days=1,cold_week,20.6,4,1,3,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,3,70,short_text,4,1,1,2,2,0
HM_0198,2026-W06,winter,residential,mixed / rainy_days=3 / outdoor_days=3,mixed,3.1,3,3,4,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,5,60,photo,2,5,4,2,3,0
HM_0199,2026-W07,winter,residential,indoor_preferred / rainy_days=2 / outdoor_days=1,indoor_preferred,-4.9,2,1,3,이번 주 히든 미션: 이웃 배려 행동,이번 주 안에 이웃을 배려한 작은 행동을 실천하고 후기를 남겨주세요.,kindness_action,0,0,2,100,photo,5,5,5,4,5,1
HM_0200,2026-W08,winter,residential,indoor_preferred / rainy_days=4 / outdoor_days=4,indoor_preferred,6.7,4,4,2,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,5,50,group_photo,3,5,4,3,4,1
